Identifiant_de_l_etablissement;Nom_etablissement;Type_etablissement;Statut_public_prive;Adresse_1;Adresse_2;Adresse_3;Code_postal;Code_commune;Nom_commune;Code_departement;Code_academie;Code_region;Ecole_maternelle;Ecole_elementaire;Voie_generale;Voie_technologique;Voie_professionnelle;Telephone;Fax;Web;Mail;Restauration;Hebergement;ULIS;Apprentissage;Segpa;Section_arts;Section_cinema;Section_theatre;Section_sport;Section_internationale;Section_europeenne;Lycee_Agricole;Lycee_militaire;Lycee_des_metiers;Post_BAC;Appartenance_Education_Prioritaire;GRETA;SIREN_SIRET;Nombre_d_eleves;Fiche_onisep;position;Type_contrat_prive;Libelle_departement;Libelle_academie;Libelle_region;coordX_origine;coordY_origine;epsg_origine;nom_circonscription;latitude;longitude;precision_localisation;date_ouverture;date_maj_ligne;etat;ministere_tutelle;multi_uai;rpi_concentre;rpi_disperse;code_nature;libelle_nature;Code_type_contrat_prive;PIAL;etablissement_mere;type_rattachement_etablissement_mere;code_circonscription;code_zone_animation_pedagogique;libelle_zone_animation_pedagogique;code_bassin_formation;libelle_bassin_formation
0601970R;Collège Abel Lefranc;Collège;Public;2 impasse du collège;;;60310;60350;Lassigny;060;20;32;;;0;0;0;03 44 43 53 00;;https://college-abel-lefranc-lassigny.60.ac-amiens.fr;ce.0601970r@ac-amiens.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19600089700013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2530;49.58654987754768, 2.8385163601016328;SANS OBJET;Oise;Amiens;Hauts-de-France;688317.4;6943048.0;EPSG:2154;Circonscription d'inspection du 1er degré de Noyon;49.58654987754768;2.8385163601016328;Numéro de rue;1996-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601970R;;;0600101J;;;20607;OISE ORIENTALE
0020063H;Collège Joliot-Curie;Collège;Public;Boulevard Jean de La Fontaine;;;02700;02738;Tergnier;002;20;32;;;0;0;0;03 23 57 00 43;;https://college-joliot-curie-tergnier.02.ac-amiens.fr/;Ce.0020063H@ac-amiens.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;1;19020063400011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15017;49.64962878338595, 3.285998176872905;SANS OBJET;Aisne;Amiens;Hauts-de-France;720665.2;6950093.0;EPSG:2154;Circonscription d'inspection du 1er degré de Tergnier;49.64962878338595;3.285998176872905;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020063H;;;0022063G;;;20027;SAINT QUENTIN - CHAUNY
0601295G;Collège Jacques Monod;Collège;Public;1 rue Saint-Lazare;;;60200;60159;Compiègne;060;20;32;;;0;0;0;03 44 40 24 00;;https://college-jacques-monod-compiegne.60.ac-amiens.fr/;Ce.0601295G@ac-amiens.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19601295900017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10514;49.41339697240992, 2.83038156000026;SANS OBJET;Oise;Amiens;Hauts-de-France;687687.5;6923783.1;EPSG:2154;Circonscription d'inspection du 1er degré de Compiègne;49.41339697240992;2.83038156000026;Numéro de rue;1970-03-05;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0600475R;;;0601464R;;;20607;OISE ORIENTALE
0801490K;Collège de la Baie de Somme;Collège;Public;146 rue Saint-Pierre;BP 20034;;80230;80721;Saint-Valery-sur-Somme;080;20;32;;;0;0;0;03 22 60 80 84;;https://college-de-la-baie-de-somme-saint-valery-sur-somme.80.ac-amiens.fr;Ce.0801490K@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19801490400017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10019;50.184252147773485, 1.6405450282450094;SANS OBJET;Somme;Amiens;Hauts-de-France;602799.9;7010407.5;EPSG:2154;Circonscription d'inspection du 1er degré d'Abbeville;50.184252147773485;1.6405450282450094;Numéro de rue;1973-03-09;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801490K;;;0801201W;;;20806;PICARDIE MARITIME
0801443J;Collège Maréchal Leclerc de Hauteclocque;Collège;Public;22 rue Arthur Lefèvre;;;80430;80062;Beaucamps-le-Vieux;080;20;32;;;0;0;0;03 22 90 50 63;;https://www.2edb-leclerc.fr/college-de-beaucamps-le-vieux/;Ce.0801443J@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;REP;1;19801443300017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5699;49.841637398349576, 1.785335489857011;SANS OBJET;Somme;Amiens;Hauts-de-France;612564.7;6972098.3;EPSG:2154;Circonscription d'inspection du 1er degré d'Amiens sud ouest;49.841637398349576;1.785335489857011;Rue;1972-01-20;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801443J;;;0801197S;;;20808;AMIENS SUD
0601718S;Collège Pierre Mendès France;Collège;Public;5 rue Pierre Mendès France;BP 104;;60111;60395;Méru;060;20;32;;;0;0;0;03 44 22 27 27;;https://college-pierre-mendes-france-meru.60.ac-amiens.fr/;Ce.0601718S@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;REP;1;19601718000015;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4234;49.23013890968722, 2.1407595120776297;SANS OBJET;Oise;Amiens;Hauts-de-France;637407.6;6903723.8;EPSG:2154;Circonscription d'inspection du 1er degré de Méru;49.23013890968722;2.1407595120776297;Numéro de rue;1981-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601718S;;;0601957B;;;20608;OISE OCCIDENTALE
0800051W;Collège Jules Verne;Collège;Public;45 rue Pasteur;;;80170;80680;Rosières-en-Santerre;080;20;32;;;0;0;0;03 22 88 04 15;;https://college-jules-verne-rosieres-en-santerre.80.ac-amiens.fr/;Ce.0800051W@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19800051500017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2006;49.81621584930771, 2.6988236271158925;SANS OBJET;Somme;Amiens;Hauts-de-France;678308.8;6968637.5;EPSG:2154;Circonscription d'inspection du 1er degré d'Amiens Centre Somme;49.81621584930771;2.6988236271158925;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0800051W;;;0801196R;;;20807;SANTERRE SOMME
0601872J;Collège Françoise Dolto;Collège;Public;69 rue des Marais;;;60260;60346;Lamorlaye;060;20;32;;;0;0;0;03 44 21 20 03;;;Ce.0601872J@ac-amiens.fr;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;19600083000014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3949;49.15282200553362, 2.422519589437512;SANS OBJET;Oise;Amiens;Hauts-de-France;657869.4;6894937.3;EPSG:2154;Circonscription d'inspection du 1er degré de Senlis;49.15282200553362;2.422519589437512;Numéro de rue;1990-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601872J;;;0600102K;;;20606;OISE CENTRALE
0601443T;Collège Anna de Noailles;Collège;Public;305 rue Annoëpel;;;60430;60462;Noailles;060;20;32;;;0;0;0;03 44 03 30 63;;https://college-anna-de-noailles.60.ac-amiens.fr/;Ce.0601443T@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19601443500016;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10473;49.328176197514395, 2.1958273013779226;SANS OBJET;Oise;Amiens;Hauts-de-France;641530.0;6914586.7;EPSG:2154;Circonscription d'inspection du 1er degré de Beauvais Sud;49.328176197514395;2.1958273013779226;Numéro de rue;1973-03-09;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601443T;;;0602072B;;;20608;OISE OCCIDENTALE
0020056A;Collège Marthe Lefèvre;Collège;Public;Avenue Pierre Choquart;;;02100;02691;Saint-Quentin;002;20;32;;;0;0;0;03 23 68 20 25;;;Ce.0020056A@ac-amiens.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;REP;1;19020056800029;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8683;49.83675770982215, 3.318949412019479;SANS OBJET;Aisne;Amiens;Hauts-de-France;722962.0;6970929.0;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Quentin;49.83675770982215;3.318949412019479;Rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020056A;;;0020209S;;;20027;SAINT QUENTIN - CHAUNY
0601605U;Collège Paul Éluard;Collège;Public;13 avenue de la Libération;BP 154;;60402;60471;Noyon;060;20;32;;;0;0;0;03 44 44 06 17;;;Ce.0601605U@ac-amiens.fr;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;REP;1;19601605900020;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15503;49.58519509908178, 2.9977898297798644;SANS OBJET;Oise;Amiens;Hauts-de-France;699840.1;6942885.3;EPSG:2154;Circonscription d'inspection du 1er degré de Noyon;49.58519509908178;2.9977898297798644;Numéro de rue;1977-02-24;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601605U;;;0600101J;;;20607;OISE ORIENTALE
0020016G;Collège de la Faye;Collège;Public;2 rue du Collège;;;02330;02209;Condé-en-Brie;002;20;32;;;0;0;0;03 23 82 44 90;;;Ce.0020016G@ac-amiens.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19020016200013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3827;49.00528793353625, 3.548209947139671;SANS OBJET;Aisne;Amiens;Hauts-de-France;740109.1;6878514.0;EPSG:2154;Circonscription d'inspection du 1er degré de Château-Thierry;49.00528793353625;3.548209947139671;Rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020016G;;;0022106D;;;20029;SUD-AISNE
0602004C;Collège Constant Bourgeois;Collège;Public;63 rue des acacias;BP 114;;60640;60291;Guiscard;060;20;32;;;0;0;0;03 44 43 51 00;;https://fr-fr.facebook.com/CollegeGuiscard/;Ce.0602004C@ac-amiens.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19601789100017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5472;49.65087679034654, 3.056079321090164;SANS OBJET;Oise;Amiens;Hauts-de-France;704052.0;6950195.9;EPSG:2154;Circonscription d'inspection du 1er degré de Noyon;49.65087679034654;3.056079321090164;Numéro de rue;1998-09-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0602004C;;;0600101J;;;20607;OISE ORIENTALE
0800057C;Collège Jacques Brel;Collège;Public;23 rue de Verdun;;;80800;80799;Villers-Bretonneux;080;20;32;;;0;0;0;03 22 96 31 60;;;ce.0800057c@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19800057200018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1159;49.86512099837324, 2.525933734289413;SANS OBJET;Somme;Amiens;Hauts-de-France;665889.8;6974142.2;EPSG:2154;Circonscription d'inspection du 1er degré d'Amiens Centre Somme;49.86512099837324;2.525933734289413;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0800057C;;;0801196R;;;20808;AMIENS SUD
0020004U;Collège Josquin des Prés;Collège;Public;Rue Josquin des Prés;;;02110;02057;Beaurevoir;002;20;32;;;0;0;0;03 23 09 40 23;;https://college-josquin-des-pres-beaurevoir.02.ac-amiens.fr/;Ce.0020004U@ac-amiens.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19020004800014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8678;49.994465344818465, 3.317054657859704;SANS OBJET;Aisne;Amiens;Hauts-de-France;722755.1;6988484.5;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Quentin Nord;49.994465344818465;3.317054657859704;Rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020004U;;;0020210T;;;20027;SAINT QUENTIN - CHAUNY
0021689A;Collège Antoine-Nicolas de Condorcet;Collège;Public;67 rue Blondel;;;02240;02648;Ribemont;002;20;32;;;0;0;0;03 23 63 72 01;;https://college-condorcet-ribemont.02.ac-amiens.fr/;Ce.0021689A@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19021689500010;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1957;49.80009014466591, 3.4678705691778156;SANS OBJET;Aisne;Amiens;Hauts-de-France;733707.3;6966901.1;EPSG:2154;Circonscription d'inspection du 1er degré de Guise;49.80009014466591;3.4678705691778156;Numéro de rue;1973-03-09;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0021689A;;;0020211U;;;20027;SAINT QUENTIN - CHAUNY
0021489H;Collège Charles de Gaulle;Collège;Public;34 rue du collège;;;02340;02502;Montcornet;002;20;32;;;0;0;0;03 23 21 21 20;;https://college-charles-de-gaulle-montcornet.02.ac-amiens.fr/;Ce.0021489H@ac-amiens.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19021489000013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3749;49.69078437269101, 4.0223093547889155;SANS OBJET;Aisne;Amiens;Hauts-de-France;773807.2;6955113.5;EPSG:2154;Circonscription d'inspection du 1er degré du Laonnois;49.69078437269101;4.0223093547889155;Numéro de rue;1969-03-20;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0021489H;;;0022136L;;;20028;LAON HIRSON
0600020W;Lycée Marie Curie;Lycée;Public;47 boulevard Pierre de Coubertin;;;60180;60463;Nogent-sur-Oise;060;20;32;;;1;1;0;03 44 74 31 31;;https://marie-curie-nogent-sur-oise-ac-amiens.fr/;Ce.0600020W@ac-amiens.fr;1;1;0;1;0;0;0;1;0;0;1;0;0;0;1;;1;19600020200024;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8809;49.265845066505285, 2.4616134609865816;SANS OBJET;Oise;Amiens;Hauts-de-France;660807.2;6907488.7;EPSG:2154;;49.265845066505285;2.4616134609865816;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;99;0600020W;;;;;;20606;OISE CENTRALE
0020090M;Collège Charlemagne;Collège;Public;171 rue Léon Blum;BP 450;;02012;02408;Laon;002;20;32;;;0;0;0;03 23 27 77 88;;https://college-charlemagne-laon.02.ac-amiens.fr/;Ce.0020090M@ac-amiens.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP+;1;19020090700011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10238;49.56229507810586, 3.6408502326688725;SANS OBJET;Aisne;Amiens;Hauts-de-France;746384.0;6940525.3;EPSG:2154;Circonscription d'inspection du 1er degré de Laon;49.56229507810586;3.6408502326688725;Numéro de rue;1966-11-04;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020090M;;;0022140R;;;20028;LAON HIRSON
0801263N;Collège Arthur Rimbaud;Collège;Public;15 avenue de la paix;;;80080;80021;Amiens;080;20;32;;;0;0;0;03 22 71 93 50;;https://college-arthur-rimbaud-amiens.80.ac-amiens.fr/;Ce.0801263N@ac-amiens.fr;1;0;1;0;0;0;0;0;1;1;0;0;0;0;0;REP+;1;19801263500027;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3824;49.911817926559415, 2.3002035710983417;SANS OBJET;Somme;Amiens;Hauts-de-France;649694.4;6979460.9;EPSG:2154;Circonscription d'inspection du 1er degré d'Amiens Nord;49.911817926559415;2.3002035710983417;Numéro de rue;1968-05-06;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801263N;;;0801198T;;;20805;AMIENS NORD
0801341Y;Collège Louise Michel;Collège;Public;Route de Goyencourt;;;80700;80685;Roye;080;20;32;;;0;0;0;03 22 53 15 60;;https://college-louise-michel-roye.80.ac-amiens.fr/;Ce.0801341Y@ac-amiens.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;REP;1;19801341900017;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5860;49.70433315333516, 2.780002233952314;SANS OBJET;Somme;Amiens;Hauts-de-France;684120.7;6956165.7;EPSG:2154;Circonscription d'inspection du 1er degré de Montdidier;49.70433315333516;2.780002233952314;Rue;1970-03-05;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0801341Y;;;0801204Z;;;20807;SANTERRE SOMME
0601294F;Collège Jean de La Fontaine;Collège;Public;14 rue de la Sablonnière;BP 30355;;60805;60176;Crépy-en-Valois;060;20;32;;;0;0;0;03 44 87 55 56;;https://college-jean-de-la-fontaine-crepy-en-valois.60.ac-amiens.fr/;Ce.0601294F@ac-amiens.fr;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;1;19601294200013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5701;49.2270063910445, 2.8938094009162207;SANS OBJET;Oise;Amiens;Hauts-de-France;692263.8;6903040.0;EPSG:2154;Circonscription d'inspection du 1er degré de Crépy en Valois;49.2270063910445;2.8938094009162207;Numéro de rue;1970-03-05;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601294F;;;0601806M;;;20607;OISE ORIENTALE
0800003U;Collège Edmée Jarlaud;Collège;Public;2 rue Eustache Lesueur;;;80560;80003;Acheux-en-Amiénois;080;20;32;;;0;0;0;03 60 01 53 20;;;Ce.0800003U@ac-amiens.fr;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;19800003600014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3660;50.07023485662756, 2.5258961491976413;SANS OBJET;Somme;Amiens;Hauts-de-France;666024.2;6996976.8;EPSG:2154;Circonscription d'inspection du 1er degré de Doullens;50.07023485662756;2.5258961491976413;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0800003U;;;0801447N;;;20807;SANTERRE SOMME
0601363F;Lycée professionnel Robert Desnos;Lycée;Public;2 rue Jules Michelet;;;60800;60176;Crépy-en-Valois;060;20;32;;;0;0;1;03 44 39 45 50;;;Ce.0601363F@ac-amiens.fr;1;1;1;1;0;0;0;0;0;0;1;0;0;1;0;;1;19601363500012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10237;49.22779417003737, 2.892069986588851;SANS OBJET;Oise;Amiens;Hauts-de-France;692137.2;6903127.8;EPSG:2154;;49.22779417003737;2.892069986588851;Numéro de rue;1971-12-08;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0601363F;;;;;;20607;OISE ORIENTALE
0020009Z;Collège Pierre et Marie Curie;Collège;Public;35-39 route de Brenelle;;;02220;02110;Braine;002;20;32;;;0;0;0;03 23 74 10 53;;;Ce.0020009Z@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19020009700011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15484;49.346263610559205, 3.5336398029826315;SANS OBJET;Aisne;Amiens;Hauts-de-France;738786.8;6916432.2;EPSG:2154;Circonscription d'inspection du 1er degré du Soissonnais;49.346263610559205;3.5336398029826315;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020009Z;;;0021771P;;;20029;SUD-AISNE
0601408E;Collège Guillaume Cale;Collège;Public;12 rue de Lizy;;;60440;60446;Nanteuil-le-Haudouin;060;20;32;;;0;0;0;03 44 88 01 73;;;Ce.0601408E@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19601408800013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9895;49.13724439870172, 2.8099903974777813;SANS OBJET;Oise;Amiens;Hauts-de-France;686133.4;6893067.3;EPSG:2154;Circonscription d'inspection du 1er degré de Crépy en Valois;49.13724439870172;2.8099903974777813;Numéro de rue;1972-01-20;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0601408E;;;0601806M;;;20607;OISE ORIENTALE
0600062S;Lycée professionnel Marie Curie;Lycée;Public;Boulevard Pierre de Coubertin;;;60180;60463;Nogent-sur-Oise;060;20;32;;;0;0;1;03 44 74 31 31;;https://marie-curie-nogent-sur-oise-ac-amiens.fr/;Ce.0600062S@ac-amiens.fr;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;;1;19600062400011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7859;49.265845066505285, 2.4616134609865816;SANS OBJET;Oise;Amiens;Hauts-de-France;660807.2;6907488.7;EPSG:2154;;49.265845066505285;2.4616134609865816;Numéro de rue;1965-11-02;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;320;LYCEE PROFESSIONNEL;99;0600020W;;;;;;20606;OISE CENTRALE
0020030X;Collège Camille Desmoulins;Collège;Public;Rue Jules Ferry;;;02120;02361;Guise;002;20;32;;;0;0;0;03 23 61 02 58;;https://college-camille-desmoulins-guise.02.ac-amiens.fr;Ce.0020030X@ac-amiens.fr;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;REP;1;19020030300013;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17296;49.904117444645166, 3.636139990380132;SANS OBJET;Aisne;Amiens;Hauts-de-France;745736.6;6978565.0;EPSG:2154;Circonscription d'inspection du 1er degré de Guise;49.904117444645166;3.636139990380132;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0021479X;;;0020211U;;;20027;SAINT QUENTIN - CHAUNY
0020054Y;Collège Montaigne;Collège;Public;12 rue Boileau;;;02100;02691;Saint-Quentin;002;20;32;;;0;0;0;03 23 65 18 37;;https://college-montaigne-saint-quentin.02.ac-amiens.fr;ce.0020054y@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;REP+;1;19020054300014;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4085;49.863072917494954, 3.3006106526847714;SANS OBJET;Aisne;Amiens;Hauts-de-France;721630.6;6973853.0;EPSG:2154;Circonscription d'inspection du 1er degré de Saint-Quentin;49.863072917494954;3.3006106526847714;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020054Y;;;0020209S;;;20027;SAINT QUENTIN - CHAUNY
0020038F;Collège Joseph Boury;Collège;Public;1 rue René Roy;BP 03;;02470;02543;Neuilly-Saint-Front;002;20;32;;;0;0;0;03 23 71 01 23;;https://college-joseph-boury-neuilly-saint-front.02.ac-amiens.fr;Ce.0020038F@ac-amiens.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19020038600018;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1960;49.17054831012589, 3.2681696842804246;SANS OBJET;Aisne;Amiens;Hauts-de-France;719558.0;6896788.1;EPSG:2154;Circonscription d'inspection du 1er degré de Villers-Cotterêts;49.17054831012589;3.2681696842804246;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020038F;;;0022137M;;;20029;SUD-AISNE
0020043L;Collège Jules Ferry;Collège;Public;150 rue de la Pommeraie;;;02360;02666;Rozoy-sur-Serre;002;20;32;;;0;0;0;03 23 98 55 69;;https://college-jules-ferry-rozoy-sur-serre.02.ac-amiens.fr;Ce.0020043L@ac-amiens.fr;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;1;19020043600011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3980;49.70993167942958, 4.128460557349915;SANS OBJET;Aisne;Amiens;Hauts-de-France;781440.0;6957348.6;EPSG:2154;Circonscription d'inspection du 1er degré d'Hirson;49.70993167942958;4.128460557349915;Ville;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0020043L;;;0020213W;;;20028;LAON HIRSON
0021686X;Collège Froëhlicher;Collège;Public;23 rue des Vieux Moulins;;;02150;02720;Sissonne;002;20;32;;;0;0;0;03 23 80 40 48;;https://college-froehlicher-sissonne.02.ac-amiens.fr;Ce.0021686X@ac-amiens.fr;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;19021686100012;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2469;49.56711422111585, 3.9006998419616035;SANS OBJET;Aisne;Amiens;Hauts-de-France;765184.8;6941245.1;EPSG:2154;Circonscription d'inspection du 1er degré du Laonnois;49.56711422111585;3.9006998419616035;Numéro de rue;1973-03-09;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0021686X;;;0022136L;;;20028;LAON HIRSON
0600060P;Collège Jacques Prévert;Collège;Public;187 rue Jacques Prévert;;;60230;60139;Chambly;060;20;32;;;0;0;0;01 34 70 51 92;;https://college-jacques-prevert-chambly.60.ac-amiens.fr;Ce.0600060P@ac-amiens.fr;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;1;19600060800022;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14186;49.16985423746382, 2.254719537556851;SANS OBJET;Oise;Amiens;Hauts-de-France;645645.6;6896934.2;EPSG:2154;Circonscription d'inspection du 1er degré de Méru;49.16985423746382;2.254719537556851;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0600060P;;;0601957B;;;20608;OISE OCCIDENTALE
0600032J;Collège La Rochefoucauld;Collège;Public;Avenue du Général de Gaulle;;;60140;60360;Liancourt;060;20;32;;;0;0;0;03 44 73 82 50;;https://college-la-rochefoucauld-liancourt.60.ac-amiens.fr;Ce.0600032J@ac-amiens.fr;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;19600032700011;;https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15012;49.32647170524783, 2.464039752942275;SANS OBJET;Oise;Amiens;Hauts-de-France;661029.6;6914231.6;EPSG:2154;Circonscription d'inspection du 1er degré de Clermont;49.32647170524783;2.464039752942275;Numéro de rue;1965-05-01;2026-01-15;OUVERT;MINISTERE DE L'EDUCATION NATIONALE;0;0;;340;COLLEGE;99;0600032J;;;0600099G;;;20606;OISE CENTRALE
